3, 0.11, 0.01, 9.92, 3.63
6, 0.05, 0.02, 9.93, 3.65
8, 0.06, -0.04, 9.89, 3.63
11, 0.07, 0.00, 9.96, 3.63
13, 0.07, -0.04, 9.92, 3.63
16, 0.10, -0.06, 9.98, 3.63
18, 0.14, -0.00, 9.90, 3.63
21, 0.14, 0.08, 9.91, 3.63
23, 0.10, -0.03, 10.00, 3.63
26, 0.03, 0.04, 9.93, 3.65
28, 0.05, -0.00, 9.94, 3.65
31, 0.10, -0.06, 9.91, 3.63
33, 0.09, 0.00, 9.89, 3.63
36, 0.08, -0.07, 9.82, 3.63
38, 0.02, -0.01, 9.93, 3.63
41, 0.10, -0.03, 9.92, 3.62
43, 0.04, -0.05, 10.00, 3.63
46, 0.05, 0.01, 9.95, 3.65
48, 0.01, -0.01, 9.97, 3.63
51, 0.06, -0.05, 9.90, 3.63
53, 0.05, 0.01, 9.91, 3.63
56, 0.11, 0.02, 9.94, 3.63
58, 0.07, -0.02, 9.89, 3.63
61, 0.03, -0.03, 9.93, 3.65
63, 0.04, 0.02, 9.88, 3.63
66, 0.10, -0.00, 9.86, 3.62
68, 0.08, 0.01, 9.95, 3.63
71, 0.04, 0.01, 9.99, 3.63
73, 0.12, 0.02, 9.92, 3.63
76, 0.10, -0.04, 9.90, 3.63
78, 0.02, 0.00, 9.99, 3.63
81, 0.01, -0.02, 9.85, 3.63
83, 0.07, -0.08, 9.94, 3.65
86, 0.06, 0.00, 9.90, 3.65
88, 0.09, -0.01, 9.96, 3.63
91, 0.10, -0.04, 9.94, 3.63
93, 0.02, -0.02, 9.94, 3.63
96, 0.03, 0.06, 9.83, 3.65
98, 0.11, 0.00, 9.91, 3.63
100, 0.04, -0.08, 9.91, 3.63
103, 0.03, -0.03, 9.94, 3.63
105, 0.05, -0.00, 9.93, 3.65
108, 0.04, 0.02, 9.94, 3.63
110, 0.07, -0.00, 10.02, 3.62
113, 0.08, 0.08, 9.90, 3.63
115, 0.13, 0.03, 9.96, 3.63
118, 0.07, -0.01, 9.95, 3.63
120, 0.10, -0.06, 9.95, 3.63
123, 0.16, 0.03, 9.87, 3.65
125, 0.04, -0.05, 9.89, 3.63
128, 0.09, 0.04, 9.93, 3.65
130, 0.12, -0.08, 9.81, 3.63
133, 0.09, 0.00, 9.93, 3.63
135, 0.14, -0.04, 9.84, 3.63
138, 0.06, -0.01, 9.94, 3.63
140, 0.06, 0.06, 9.85, 3.63
143, 0.01, -0.01, 9.92, 3.60
145, 0.04, 0.05, 9.91, 3.63
148, 0.14, -0.01, 9.89, 3.62
150, 0.04, -0.01, 9.91, 3.63
153, 0.09, 0.01, 9.94, 3.62
155, 0.09, 0.03, 9.91, 3.63
158, 0.08, -0.03, 9.95, 3.62
160, 0.10, -0.01, 9.94, 3.63
163, 0.05, 0.02, 9.89, 3.63
165, 0.06, 0.03, 9.95, 3.63
168, 0.05, -0.02, 9.93, 3.61
170, 0.04, -0.04, 9.92, 3.63
173, 0.03, -0.04, 9.95, 3.63
175, 0.16, -0.04, 9.89, 3.63
178, 0.06, 0.00, 9.92, 3.65
180, 0.06, 0.02, 9.96, 3.63
183, 0.05, -0.02, 9.93, 3.65
185, 0.07, -0.01, 9.93, 3.63
188, 0.05, -0.06, 9.91, 3.63
190, 0.06, -0.03, 9.91, 3.63
193, 0.13, -0.04, 9.95, 3.63
195, 0.11, -0.02, 9.97, 3.63
198, -0.02, -0.04, 9.88, 3.63
200, 0.03, 0.03, 9.81, 3.63
203, 0.12, 0.01, 9.96, 3.63
205, 0.10, -0.05, 9.91, 3.63
208, 0.07, 0.02, 9.98, 3.63
210, 0.14, 0.02, 9.92, 3.63
213, 0.00, 0.03, 9.93, 3.63
215, 0.09, 0.00, 9.90, 3.63
218, 0.02, 0.04, 9.83, 3.65
220, 0.07, 0.03, 9.95, 3.63
223, 0.01, -0.01, 9.95, 3.63
225, 0.10, -0.01, 9.97, 3.63
228, 0.04, -0.02, 9.92, 3.63
230, 0.05, 0.03, 9.94, 3.63
233, 0.14, 0.02, 9.93, 3.63
235, 0.08, -0.02, 9.88, 3.63
238, 0.00, 0.04, 10.00, 3.65
240, 0.08, 0.01, 9.84, 3.63
243, 0.15, 0.03, 9.91, 3.63
245, 0.08, 0.04, 9.81, 3.63
248, 0.11, 0.05, 9.95, 3.63
250, 0.13, -0.00, 9.83, 3.63
253, 0.08, -0.01, 9.96, 3.63
255, 0.07, -0.02, 9.93, 3.63
258, 0.10, -0.02, 9.93, 3.62
260, 0.07, -0.02, 9.95, 3.63
263, 0.08, -0.02, 9.94, 3.63
265, 0.07, 0.02, 9.95, 3.63
268, 0.07, 0.02, 9.82, 3.63
270, 0.10, -0.03, 9.90, 3.61
273, 0.03, 0.06, 9.94, 3.64
275, 0.02, 0.02, 9.90, 3.63
278, 0.04, -0.08, 9.89, 3.63
280, 0.10, 0.01, 9.93, 3.63
283, 0.05, -0.00, 9.97, 3.63
285, 0.08, -0.01, 9.90, 3.65
288, 0.04, -0.02, 9.98, 3.63
290, 0.07, 0.05, 9.94, 3.63
293, 0.05, 0.01, 9.89, 3.63
295, 0.12, -0.06, 9.92, 3.63
298, 0.11, -0.08, 9.93, 3.63
300, 0.11, -0.02, 9.91, 3.63
303, 0.11, 0.04, 9.92, 3.65
305, 0.12, -0.04, 9.89, 3.63
308, 0.14, -0.00, 9.93, 3.63
310, 0.09, -0.04, 9.94, 3.65
313, 0.10, -0.03, 9.91, 3.63
315, 0.07, -0.01, 9.95, 3.63
318, 0.07, -0.01, 9.95, 3.63
320, 0.03, -0.07, 9.88, 3.63
330, 0.02, -0.04, 9.93, 3.63
333, 0.10, 0.02, 9.92, 3.65
335, 0.10, -0.05, 9.95, 3.63
338, 0.08, 0.02, 9.88, 3.63
340, -0.01, 0.02, 9.92, 3.65
343, 0.14, -0.01, 9.90, 3.63
345, 0.14, -0.03, 9.87, 3.63
348, 0.14, -0.05, 9.92, 3.63
350, 0.10, 0.01, 9.92, 3.63
353, 0.07, 0.06, 9.87, 3.65
355, 0.05, -0.05, 9.91, 3.63
358, 0.09, 0.02, 9.91, 3.65
360, 0.05, -0.00, 9.92, 3.63
363, 0.05, -0.03, 9.94, 3.65
365, 0.12, 0.00, 9.95, 3.63
368, 0.12, 0.05, 9.91, 3.63
370, 0.09, 0.02, 9.94, 3.62
373, 0.04, -0.01, 10.02, 3.62
375, 0.08, 0.03, 9.92, 3.63
378, 0.05, -0.03, 9.89, 3.63
380, 0.07, 0.05, 9.94, 3.63
383, 0.16, -0.02, 9.93, 3.63
385, 0.09, 0.03, 9.95, 3.62
388, 0.07, -0.01, 9.96, 3.63
390, 0.06, 0.01, 9.94, 3.63
393, 0.07, 0.01, 9.99, 3.63
395, 0.09, -0.06, 9.91, 3.63
398, 0.08, -0.03, 9.94, 3.62
400, 0.06, -0.01, 9.92, 3.62
405, 0.06, 0.04, 9.90, 3.63
408, 0.07, -0.02, 9.91, 3.63
410, 0.10, 0.00, 9.94, 3.63
413, 0.03, -0.02, 9.93, 3.63
415, 0.08, 0.03, 9.91, 3.63
418, 0.03, -0.03, 9.86, 3.65
420, 0.10, 0.04, 9.96, 3.65
423, 0.11, -0.00, 9.96, 3.63
425, 0.08, 0.01, 9.93, 3.63
428, 0.08, -0.03, 9.97, 3.63
430, 0.11, -0.03, 9.90, 3.63
433, 0.11, -0.01, 9.93, 3.63
435, 0.18, 0.03, 9.97, 3.63
438, 0.04, -0.01, 9.91, 3.65
440, 0.14, -0.01, 9.97, 3.63
443, 0.06, -0.01, 9.92, 3.63
445, 0.01, 0.01, 9.87, 3.63
448, 0.04, -0.00, 9.97, 3.63
450, 0.10, -0.03, 9.95, 3.62
453, 0.11, 0.01, 9.92, 3.63
455, 0.08, -0.03, 9.95, 3.62
458, 0.08, -0.03, 9.89, 3.63
460, 0.03, 0.06, 9.96, 3.65
463, 0.04, 0.01, 9.93, 3.65
465, 0.06, -0.01, 9.90, 3.62
468, 0.03, -0.00, 9.89, 3.62
470, 0.05, -0.01, 9.91, 3.63
473, 0.12, -0.04, 9.93, 3.63
475, 0.07, 0.02, 9.91, 3.61
477, 0.12, 0.00, 9.87, 3.62
480, 0.10, 0.06, 9.92, 3.62
483, 0.09, -0.01, 9.92, 3.65
485, 0.02, 0.01, 9.91, 3.63
487, 0.09, 0.03, 9.83, 3.63
490, 0.13, -0.01, 9.89, 3.63
493, 0.09, -0.04, 9.94, 3.65
495, 0.09, -0.02, 9.93, 3.63
497, 0.07, -0.01, 9.85, 3.65
500, 0.07, -0.03, 9.94, 3.65
502, 0.07, -0.03, 9.95, 3.65
505, 0.08, -0.05, 9.93, 3.63
507, 0.08, -0.06, 9.90, 3.62
510, 0.02, 0.01, 9.96, 3.65
512, 0.15, 0.01, 9.87, 3.65
515, 0.05, -0.03, 9.89, 3.63
517, 0.01, -0.03, 9.95, 3.63
520, 0.09, 0.00, 9.91, 3.63
522, 0.01, 0.03, 10.01, 3.63
525, 0.10, -0.01, 9.95, 3.63
527, 0.11, 0.02, 9.93, 3.65
530, 0.09, -0.01, 9.86, 3.63
532, 0.06, -0.04, 9.91, 3.63
535, 0.08, 0.02, 9.91, 3.63
537, 0.03, 0.01, 9.93, 3.63
540, 0.10, -0.05, 9.92, 3.63
542, 0.08, -0.01, 9.94, 3.63
545, 0.05, 0.02, 9.90, 3.63
547, 0.06, -0.00, 9.92, 3.63
550, 0.02, 0.00, 9.89, 3.63
552, 0.04, 0.01, 9.89, 3.61
555, 0.11, -0.03, 9.93, 3.63
557, 0.14, 0.02, 9.85, 3.63
560, 0.02, 0.01, 9.88, 3.63
562, 0.01, 0.05, 9.94, 3.63
565, 0.07, 0.02, 9.93, 3.62
567, 0.06, 0.06, 9.91, 3.65
570, 0.07, -0.03, 9.86, 3.63
572, 0.11, 0.00, 9.96, 3.63
575, 0.09, -0.01, 9.93, 3.63
577, 0.13, 0.00, 9.95, 3.62
580, 0.07, 0.05, 9.96, 3.63
582, 0.05, -0.06, 9.93, 3.63
585, 0.06, -0.02, 9.92, 3.65
587, 0.08, 0.00, 9.92, 3.63
590, 0.03, -0.01, 9.90, 3.62
592, 0.06, -0.00, 9.92, 3.63
595, 0.05, 0.01, 9.92, 3.63
597, 0.09, 0.01, 9.86, 3.63
600, 0.06, 0.00, 9.92, 3.63
602, 0.06, -0.03, 9.91, 3.62
605, 0.05, -0.03, 9.94, 3.62
607, 0.03, -0.01, 9.90, 3.63
610, 0.10, 0.00, 9.98, 3.63
612, 0.08, 0.00, 9.96, 3.65
615, 0.05, 0.06, 9.91, 3.63
617, 0.05, 0.02, 9.92, 3.63
620, 0.08, -0.04, 9.92, 3.65
622, 0.06, 0.00, 9.85, 3.63
625, 0.08, 0.02, 9.90, 3.63
627, 0.10, -0.03, 9.88, 3.63
630, -0.01, 0.02, 9.87, 3.63
632, 0.05, -0.08, 9.91, 3.63
635, 0.07, 0.01, 9.91, 3.63
637, 0.12, 0.04, 9.91, 3.63
640, 0.09, -0.07, 9.94, 3.65
642, 0.08, 0.02, 9.96, 3.63
645, 0.06, -0.03, 9.88, 3.62
647, 0.08, 0.01, 9.94, 3.63
650, 0.06, 0.00, 9.96, 3.63
652, 0.06, -0.04, 9.90, 3.63
655, 0.05, 0.04, 9.99, 3.61
657, 0.10, 0.03, 9.92, 3.63
660, 0.01, 0.02, 9.92, 3.63
662, 0.09, -0.04, 9.96, 3.63
665, 0.11, -0.01, 9.93, 3.63
667, 0.03, 0.00, 9.93, 3.65
670, 0.11, -0.02, 9.93, 3.62
677, 0.09, 0.04, 9.95, 3.65
680, 0.06, 0.03, 9.91, 3.62
682, 0.04, 0.02, 9.87, 3.61
685, 0.05, -0.03, 9.95, 3.62
687, 0.08, -0.06, 9.95, 3.63
690, 0.12, -0.01, 9.91, 3.63
692, 0.02, 0.01, 9.96, 3.63
695, 0.07, 0.07, 9.95, 3.63
697, 0.07, -0.02, 9.93, 3.63
700, 0.11, -0.01, 9.91, 3.62
702, 0.02, 0.00, 9.93, 3.62
705, 0.07, 0.01, 9.93, 3.65
707, 0.06, -0.02, 9.93, 3.63
710, 0.08, -0.02, 9.96, 3.63
712, 0.11, 0.02, 9.96, 3.63
715, 0.03, 0.01, 9.91, 3.63
717, 0.09, -0.04, 9.98, 3.63
720, 0.08, 0.02, 9.92, 3.62
722, 0.04, -0.00, 9.93, 3.63
725, 0.09, 0.01, 9.91, 3.63
727, 0.07, 0.02, 9.92, 3.63
730, 0.07, -0.01, 9.95, 3.62
732, 0.14, -0.05, 9.90, 3.63
735, 0.07, -0.00, 9.92, 3.63
737, 0.08, 0.04, 9.94, 3.63
740, 0.06, -0.04, 9.92, 3.63
742, 0.06, -0.05, 9.87, 3.63
745, 0.07, 0.02, 9.93, 3.63
747, 0.07, 0.02, 9.99, 3.63
750, 0.09, -0.03, 9.90, 3.63
752, 0.03, 0.02, 9.94, 3.63
755, 0.13, 0.02, 9.93, 3.63
757, 0.08, 0.02, 9.97, 3.61
760, 0.13, -0.01, 9.92, 3.63
762, 0.04, -0.07, 9.92, 3.63
765, 0.17, -0.03, 9.92, 3.63
767, 0.02, -0.02, 9.94, 3.63
770, 0.04, 0.01, 9.91, 3.62
772, 0.03, -0.06, 9.90, 3.63
775, 0.05, -0.03, 9.91, 3.63
777, 0.03, 0.02, 9.93, 3.63
780, 0.15, -0.01, 9.90, 3.63
782, 0.05, -0.05, 9.90, 3.61
785, 0.06, -0.01, 9.92, 3.63
787, 0.08, -0.00, 9.91, 3.63
790, 0.02, -0.05, 9.94, 3.65
792, 0.08, -0.00, 9.96, 3.63
795, 0.08, -0.01, 9.96, 3.63
797, 0.06, 0.01, 9.89, 3.63
800, 0.07, -0.01, 9.92, 3.62
802, 0.05, -0.04, 9.93, 3.63
805, 0.01, 0.01, 9.95, 3.62
807, 0.08, -0.06, 9.92, 3.63
810, 0.05, 0.01, 9.98, 3.65
812, 0.10, 0.00, 9.94, 3.63
815, 0.07, -0.04, 9.93, 3.63
817, 0.07, 0.02, 9.85, 3.63
820, 0.07, 0.05, 9.89, 3.63
822, 0.07, 0.00, 9.88, 3.63
825, 0.10, -0.08, 9.96, 3.63
827, 0.05, 0.03, 9.97, 3.63
830, 0.10, -0.02, 9.88, 3.63
832, 0.10, 0.05, 9.93, 3.63
835, 0.03, 0.03, 9.96, 3.63
837, 0.06, -0.02, 9.99, 3.63
840, 0.13, 0.03, 9.90, 3.63
842, 0.07, 0.00, 9.97, 3.63
845, 0.03, 0.01, 9.98, 3.62
847, 0.11, 0.00, 9.91, 3.63
850, 0.00, -0.02, 9.90, 3.63
852, 0.03, 0.01, 9.94, 3.65
855, 0.06, -0.01, 9.92, 3.63
857, 0.03, 0.00, 9.93, 3.63
860, 0.08, -0.02, 9.91, 3.60
862, 0.15, -0.01, 9.92, 3.63
865, 0.08, 0.01, 9.86, 3.63
867, 0.09, -0.01, 9.93, 3.65
877, 0.14, 0.02, 9.93, 3.65
880, 0.02, 0.05, 9.86, 3.62
882, 0.08, 0.00, 9.94, 3.63
885, 0.05, 0.04, 9.93, 3.62
887, 0.04, -0.06, 9.89, 3.63
890, 0.12, 0.06, 10.00, 3.63
892, 0.11, -0.01, 9.93, 3.63
895, 0.07, 0.02, 9.92, 3.63
897, 0.07, 0.05, 9.92, 3.63
900, 0.09, 0.07, 9.94, 3.65
902, 0.06, 0.08, 9.96, 3.63
905, 0.08, 0.03, 9.91, 3.63
907, 0.08, 0.03, 9.92, 3.63
910, 0.11, -0.02, 9.92, 3.63
912, 0.11, 0.00, 9.93, 3.63
915, 0.02, -0.01, 9.89, 3.63
917, 0.07, 0.01, 9.92, 3.63
919, 0.14, -0.02, 9.86, 3.65
922, 0.11, 0.01, 9.95, 3.63
924, 0.10, 0.01, 9.94, 3.62
927, 0.05, 0.05, 9.94, 3.63
929, 0.09, -0.00, 9.83, 3.63
932, 0.09, -0.03, 9.91, 3.63
934, 0.03, 0.00, 9.84, 3.65
937, 0.09, -0.00, 9.93, 3.63
939, 0.12, -0.04, 9.90, 3.63
942, 0.09, 0.04, 9.94, 3.63
944, 0.10, -0.02, 9.87, 3.63
947, 0.13, -0.03, 9.90, 3.63
949, 0.05, -0.08, 9.94, 3.65
952, 0.03, -0.01, 9.93, 3.63
954, 0.07, -0.01, 9.92, 3.63
957, 0.09, 0.05, 9.92, 3.65
959, 0.07, -0.06, 9.85, 3.63
962, 0.04, -0.03, 9.92, 3.63
964, 0.07, -0.06, 9.89, 3.63
967, 0.07, -0.07, 9.92, 3.63
969, 0.06, -0.01, 9.94, 3.63
972, 0.14, 0.01, 9.92, 3.63
974, 0.11, -0.01, 9.92, 3.63
977, 0.08, -0.01, 9.90, 3.62
979, 0.07, 0.02, 9.97, 3.63
982, 0.06, -0.02, 9.92, 3.63
984, 0.06, -0.03, 9.90, 3.63
987, 0.08, -0.03, 9.91, 3.62
989, 0.08, 0.03, 9.85, 3.63
992, 0.12, -0.05, 9.92, 3.63
994, 0.05, -0.07, 9.87, 3.63
997, 0.06, -0.01, 9.92, 3.63
999, 0.10, -0.11, 9.91, 3.63
1002, 0.07, -0.01, 9.91, 3.63
1004, 0.08, -0.04, 9.94, 3.63
1007, 0.09, -0.04, 9.90, 3.63
1009, 0.06, 0.00, 9.88, 3.66
1012, 0.09, 0.01, 9.89, 3.65
1014, 0.00, 0.00, 9.88, 3.62
1017, 0.05, -0.07, 9.92, 3.63
1019, 0.09, 0.06, 9.87, 3.65
1022, 0.08, 0.01, 9.91, 3.63
1024, 0.17, 0.05, 9.88, 3.63
1027, 0.10, 0.05, 9.92, 3.63
1029, 0.12, -0.01, 9.90, 3.63
1032, 0.05, -0.07, 9.87, 3.65
